Filename,Extracted Values
X8Y4UZY3,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities ': 'NaN', 'Total assets less current liabilities ': 'NaN', 'Net liabilities ': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4V0F5,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4V15T,"{'Fixed Assets  -': '3300', 'Current Assets ': '2300', 'Creditors: amounts falling due within one year .361': '-3', 'Net current assets (liabilities)  a': '-1061', 'Total assets less current liabilities ': '2239', 'Total net assets (liabilities)': '2239', 'Capital and reserves ': '2239'}"
X8Y4V20P,"{'Current Assets ': '23186', 'Creditors: amounts falling due within one year ': '-7558', 'Net current assets (liabilities)': '15628', 'Total assets less current liabilities ': '15628', 'Total net assets (liabilities)': '15628', 'Capital and reserves ': '15628'}"
X8Y4V357,"{'Called up share capital not paid': 'NaN', 'Current Assets': 'NaN', 'Creditors: amounts falling due within one year  (8355': '-9019', 'Net current assets (liabilities)  12954': '10875', 'Total assets less current liabilities  12954': '10875', 'Total net assets (liabilities)  12954': '10875', 'Capital and reserves  12954': '10875'}"
X8Y4V3VF,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4V4OJ,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets ': '6892', 'Total assets less current liabilities ': '6892', 'Net assets ': '6892', 'Capital and reserves ': '6892'}"
X8Y4V4PZ,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af .1 each 1 1': '0', 'Total Shareholder funds  ': '100'}"
X8Y4V5QG,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4V6A3,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4V6N5,"{'Fixed Assets ': '12000', 'Current Assets ': '12901', 'Creditors: amounts falling due within one year ': '-24646', 'Net current assets (liabilities)': '-11745', 'Total assets less current liabilities ': '255', 'Total net assets (liabilities)': '255', 'Capital and reserves ': '255'}"
X8Y4V6QP,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4V8QX,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ordinary Shares  of Ag each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4V99N,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4VBTE,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VCSX,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VEBL,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4VEGH,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VEGP,"{'Fixed Assets ': '10824', 'Current Assets ': '4825', 'Creditors: amounts falling due within one year ': '-5141', 'Net current assets (liabilities)': '-316', 'Total assets less current liabilities ': '10508', 'Creditors: amounts falling due after more than one year ': '-8486', 'Total net assets (liabilities)': '2022', 'Capital and reserves ': '2022'}"
X8Y4VFQQ,"{'Fixed Assets ': '6000', 'Current Assets ': '4000', 'Creditors: amounts falling due within one year ': '-2000', 'Net current assets (liabilities)': '2000', 'Total assets less current liabilities ': '8000', 'Creditors: amounts falling due after more than one year ': '-7000', 'Total net assets (liabilities)': '1000', 'Capital and reserves ': '1000'}"
X8Y4VG20,"{' Called up share capital not paid': '100', 'Net assets ': '100', 'Tssued share capital': 'NaN', '  Ordinary Shares of Af | each': 'NaN', 'Total Shareholder funds ': '100'}"
X8Y4VGOP,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Afl each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y4VH6B,"{'Current Assets ': '1432', 'Net current assets (liabilities)': '1132', 'Total assets less current liabilities ': '1132', 'Creditors: amounts falling due after more than one year ': '-5000', 'Total net assets (liabilities)': '-3868', 'Capital and reserves ': '-3868'}"
X8Y4VHCY,"{'Fixed Assets  1065': '1391', 'Current Assets ': '917', 'Creditors: amounts falling due within one year  (1284': '-2164', 'Net current assets (liabilities)  (1284': '-1247', 'Total assets less current liabilities  (219': '144', 'Total net assets (liabilities)  219': '144', 'Capital and reserves  (219': '144'}"
X8Y4VHOG,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VIGO,"{'Fixed Assets  3122': '2342', 'Current Assets  1172': '1109', 'Creditors: amounts falling due within one year  (2850': '-1628', 'Net current assets (liabilities)  (1678': '-519', 'Total assets less current liabilities  1444': '1823', 'Accruals and deferred income  (1049': '-1400', 'Total net assets (liabilities)  395': '423', 'Capital and reserves  395': '423'}"
X8Y4VIS3,"{'Called up share capital not paid  ': '1000', 'Net assets  ': '1000', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '1000', 'Total Shareholder funds  ': '1000'}"
X8Y4VJ5T,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VJF3,"{'Fixed assets  682': '512', 'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities  (265': '-477', 'Total assets less current liabilities  417': '35', 'Net assets  417': '35', 'Capital and reserves  417': '35'}"
X8Y4VL1F,"{'CURRENT ASSETS': 'NaN', 'Debtors ': 'NaN', 'NET CURRENT ASSETS ': '10', 'TOTAL ASSETS LESS CURRENT LIABILITIES ': '10', 'CAPITAL AND RESERVES': 'NaN', 'Called up share capital ': '10', 'SHAREHOLDERS FUNDS ': '10'}"
X8Y4VLLC,"{'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets  5299': '1991', 'Total assets less current liabilities  5299': '1991', 'Net assets  5299': '1991', 'Capital and reserves  5299': '1991'}"
X8Y4VMKJ,"{'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Creditors: amounts falling due within one year  6000': '6000', 'Net current assets (liabilities)  6000': '6000', 'Total assets less current liabilities  6000': '6000', 'Total net assets (liabilities) ': '-6000', 'Capital and reserves  6000': '6000'}"
X8Y4VNMA,"{'Fixed Assets  723': '8792', 'Current Assets  26586': '24563', 'Creditors: amounts falling due within one year  (27194': '-31912', 'Net current assets (liabilities)  (608': '-7349', 'Total assets less current liabilities  115': '1443', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  115': '152', 'Capital and reserves  115': '152'}"
X8Y4VOB7,"{'Called up share capital not paid  ': '50000', 'Net assets  ': '50000', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '50000', 'Total Shareholder funds  ': '50000'}"
X8Y4VOCB,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY Share of Af | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VOS8,"{'Current Assets': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4VPEP,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares of Af | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4VQ55,"{'Fixed Assets  ': '456450', 'Creditors: amounts falling due within one year  (56001': '-54659', 'Net current assets (liabilities)  (56001': '-54659', 'Total assets less current liabilities  400449': '401791', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  56532': '57874', 'Capital and reserves  56532': '57874'}"
X8Y4VR7S,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4VRIA,"{'Current assets ': 'NaN', 'Prepayments and accrued income ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities ': '-111582', 'Total assets less current liabilities ': '-111582', 'Net liabilities ': '-111582', 'Capital and reserves ': '-111582'}"
X8Y4VS77,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Authorised share capital': 'NaN', ' Ordinary of Afl each': 'NaN', 'Issued share capital': 'NaN', 'Total shareholder funds': 'NaN', '. During the year the company allotted  ordinary shares with an aggregate nominal value of A the': 'NaN'}"
X8Y4VSM1,"{'Fixed Assets ': '1438', 'Current Assets  28837': '25471', 'Creditors: amounts falling due within one year  (15653': '-17491', 'Net current assets (liabilities)  13184': '7980', 'Total assets less current liabilities  13184': '9418', 'Total net assets (liabilities)  13184': '9418', 'Capital and reserves  13184': '9418'}"
X8Y4VSM9,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4VTL4,"{'Current Assets  11352': '10582', 'Creditors: amounts falling due within one year  (11349': '-10579', 'Net current assets (liabilities) ': '3', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Reserves': 'NaN'}"
X8Y4VTZ6,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' ordinary Shares  of Ag each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4W2I3,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4W2YH,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares of Af  each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4W2YW,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4W3ZF,"{'Fixed assets ': '2378', 'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets ': 'NaN', 'Total assets less current liabilities ': 'NaN', 'Accruals and deferred income ': 'NaN', 'Net assets ': 'NaN', 'Capital and reserves ': 'NaN'}"
X8Y4W423,"{'Fixed Assets  ': '290', 'Current Assets  2218': '2090', 'Creditors: amounts falling due within one year  (4928': '-568', 'Net current assets (liabilities)  (2710': '1522', 'Total assets less current liabilities  (2420': '1812', 'Accruals and deferred income  ': '-780', 'Total net assets (liabilities)  (3200': '1032', 'Reserves  (3200': '1032'}"
X8Y4W4EP,"{'Fixed Assets  47825': '38260', 'Current Assets  ': '6200', 'Net current assets (liabilities)  4915': '6200', 'Total assets less current liabilities  52740': '44460', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  (15010': '-13100', 'Capital and reserves  (15010': '-13100'}"
X8Y4W6ER,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4W7RS,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4W7ZV,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4W876,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4W8G9,"{'Called up share capital not paid ': '16', 'Net assets ': '16', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each ': '16', 'Total Shareholder funds ': '16'}"
X8Y4W91U,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4WAVC,"{'Current Assets ': '4387', 'Creditors: amounts falling due within one year ': '-350', 'Net current assets (liabilities)': '4037', 'Total assets less current liabilities ': '4037', 'Creditors: amounts falling due after more than one year ': '-35600', 'Total net assets (liabilities)': '-31563', 'Capital and reserves ': '-31563'}"
X8Y4WB00,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4WDTE,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4WDW9,"{'Fixed Assets ': 'NaN', 'Current Assets  8225': '100', 'Creditors: amounts falling due within one year ': 'NaN', 'Net current assets  83 (liabilities': '100', 'Total assets less current liabilities  1529': '100', 'Accruals and deferred income ': 'NaN', 'Total net assets (liabilities)  809': '100', 'Capital and reserves  809': '100'}"
X8Y4WFEP,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each  ': 'NaN', 'Total Shareholder funds  ': 'NaN'}"
X8Y4WFMO,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' ORDINARY Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4WHBC,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Authorised share capital': 'NaN', ' Ordinary of Afl each': 'NaN', 'Issued share capital': 'NaN', '   Ordinary of Afl each': 'NaN', 'Total shareholder funds  ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Af the': 'NaN'}"
X8Y4WHHN,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4WJGP,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4WJNS,"{'Fixed assets  1268': '844', 'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets  10684': '11960', 'Total assets less current liabilities  11952': '12804', 'Accruals and deferred income  (990': '-540', 'Net assets  10962': '12264', 'Capital and reserves  10962': '12264'}"
X8Y4WJSR,"{'Called up share capital not paid  ': '1', 'Fixed Assets ': 'NaN', 'Current Assets ': '2151', 'Prepayments and accrued income ': '108749', 'Creditors: amounts falling due within one year  (105749': '-105749', 'Net current assets (liabilities) ': '5151', 'Total assets less current liabilities  ': '5152', 'Accruals and deferred income ': '-5080', 'Total net assets (liabilities)  .': '72', 'Capital and reserves  ': '72'}"
X8Y4WKMB,"{'Fixed assets ': 'NaN', 'Current assets ': 'NaN', 'Creditors: Amounts Falling Due Within One Year ': 'NaN', 'NET CURRENT ASSETS ': 'NaN', 'TOTAL ASSETS LESS CURRENT LIABILITIES ': 'NaN', 'NET ASSETS ': 'NaN', 'CAPITAL AND RESERVES ': 'NaN'}"
